abacus-n-en, 18, 6, 16, 33, 3, 1, 0.138, abac-n-oc, 0, 0.8333, 1, 4
abandonment-n-en, 160, 27, 32, 72, 9, 4, 0.073, abandonament-n-oc, 0, 0.6667, 1, 6
abandonment-n-en, 160, 27, 32, 72, 9, 4, 0.073, abandon-n-fr, 0, 0.6667, 1, 6
abandonment-n-en, 160, 27, 32, 72, 9, 4, 0.073, abandon-n-oc, 0, 0.6667, 6, 6
abandonment-n-en, 160, 27, 32, 72, 9, 4, 0.073, abbandono-n-it, 0, 0.6667, 1, 6
abbey-n-en, 18, 6, 12, 31, 3, 1, 0.235, abbaye-n-fr, 0, 0.8333, 1, 4
abbot-n-en, 18, 6, 15, 32, 4, 1, 0.152, abbé-n-fr, 0, 0.8333, 1, 4
abbreviation-n-en, 18, 6, 16, 34, 3, 1, 0.142, abréviation-n-fr, 0, 0.8333, 1, 4
abdomen-n-en, 32, 1, 24, 56, 6, 1, 0.101, abdomen-n-fr, 0, 0.6667, 1, 6
abduction-n-en, 4, 2, 12, 21, 4, 1, 0.159, abduccion-n-oc, 0, 0.8333, 1, 4
aberration-n-en, 18, 6, 9, 24, 4, 1, 0.333, aberration-n-fr, 0, 0.8333, 1, 4
ability-n-en, 762, 126, 76, 155, 6, 7, 0.027, abiletat-n-oc, 0, 0.6667, 6, 6
ability-n-en, 762, 126, 76, 155, 6, 7, 0.027, destreza-n-es, 1, 0.6667, 2, 6
ability-n-en, 762, 126, 76, 155, 6, 7, 0.027, habileté-n-fr, 0, 0.6000, 1, 6
ability-n-en, 762, 126, 76, 155, 6, 7, 0.027, habilidade-n-pt, 0, 0.7333, 3, 6
ability-n-en, 762, 126, 76, 155, 6, 7, 0.027, habilité-n-fr, 0, 0.5333, 2, 6
ability-n-en, 762, 126, 76, 155, 6, 7, 0.027, lerteco-n-eo, 1, 0.6000, 2, 6
ability-n-en, 762, 126, 76, 155, 6, 7, 0.027, mestreg-n-oc, 0, 0.6667, 6, 6
ablation-n-en, 10, 5, 8, 20, 4, 1, 0.357, ablation-n-fr, 0, 0.8333, 1, 4
ablative-n-en, 4, 2, 6, 13, 2, 1, 0.433, ablativo-n-eo, 0, 0.8333, 1, 4
abnegation-n-en, 18, 6, 15, 33, 4, 1, 0.157, abnégation-n-fr, 0, 0.8333, 1, 4
abolition-n-en, 12, 6, 24, 48, 3, 5, 0.087, abolicio-n-eo, 0, 0.6000, 1, 6
abolition-n-en, 12, 6, 24, 48, 3, 5, 0.087, abolicion-n-oc, 0, 0.8333, 1, 4
abolition-n-en, 12, 6, 24, 48, 3, 5, 0.087, abolition-n-fr, 0, 0.7000, 1, 5
abolition-n-en, 12, 6, 24, 48, 3, 5, 0.087, abolo-n-eo, 0, 0.8333, 1, 4
abolition-n-en, 12, 6, 24, 48, 3, 5, 0.087, forigo-n-eo, 0, 0.6000, 1, 6
abortion-n-en, 62, 6, 15, 41, 6, 3, 0.195, aborto-n-eo, 1, 0.5333, 3, 6
abortion-n-en, 62, 6, 15, 41, 6, 3, 0.195, aborto-n-pt, 0, 0.6667, 2, 6
abortion-n-en, 62, 6, 15, 41, 6, 3, 0.195, avortement-n-fr, 0, 0.5333, 3, 6
absence-n-en, 228, 28, 107, 213, 13, 10, 0.019, absence-n-fr, 0, 0.7333, 4, 6
absence-n-en, 228, 28, 107, 213, 13, 10, 0.019, abséncia-n-oc, 0, 0.7333, 1, 6
absence-n-en, 228, 28, 107, 213, 13, 10, 0.019, ausncia-n-pt, 0, 0.7333, 2, 6
absence-n-en, 228, 28, 107, 213, 13, 10, 0.019, carencia-n-es, 1, 0.6000, 2, 6
absence-n-en, 228, 28, 107, 213, 13, 10, 0.019, falta-n-ca, 1, 0.5333, 1, 6
absence-n-en, 228, 28, 107, 213, 13, 10, 0.019, falta-n-es, 1, 0.5333, 1, 6
absence-n-en, 228, 28, 107, 213, 13, 10, 0.019, faute-n-fr, 0, 0.5333, 1, 6
absence-n-en, 228, 28, 107, 213, 13, 10, 0.019, manca-n-ca, 1, 0.6000, 2, 6
absence-n-en, 228, 28, 107, 213, 13, 10, 0.019, mancança-n-ca, 1, 0.5333, 1, 6
absence-n-en, 228, 28, 107, 213, 13, 10, 0.019, manque-n-fr, 0, 0.6000, 1, 6
absenteeism-n-en, 12, 5, 23, 38, 4, 1, 0.075, absentismo-n-pt, 0, 0.8333, 1, 4
absolution-n-en, 26, 13, 10, 28, 5, 2, 0.311, absolucion-n-oc, 0, 0.8333, 1, 4
absolution-n-en, 26, 13, 10, 28, 5, 2, 0.311, absolution-n-fr, 0, 0.8333, 1, 4
absolutism-n-en, 20, 7, 15, 32, 4, 1, 0.152, absolutisme-n-fr, 0, 0.8333, 2, 4
abstemiousness-n-en, 4, 2, 9, 19, 2, 1, 0.264, sobriedade-n-gl, 0, 0.6000, 1, 5
abstention-n-en, 100, 36, 30, 59, 5, 3, 0.068, abstencion-n-oc, 0, 0.8333, 1, 4
abstention-n-en, 100, 36, 30, 59, 5, 3, 0.068, abstenço-n-pt, 0, 0.8333, 1, 4
abstention-n-en, 100, 36, 30, 59, 5, 3, 0.068, abstention-n-fr, 0, 0.8333, 1, 4
abstinence-n-en, 34, 14, 16, 35, 5, 2, 0.146, abstinado-n-eo, 1, 0.6000, 2, 6
abstinence-n-en, 34, 14, 16, 35, 5, 2, 0.146, abstinence-n-fr, 0, 0.8333, 1, 4
abstraction-n-en, 14, 7, 21, 44, 3, 2, 0.105, abstracço-n-pt, 0, 0.8333, 1, 4
abstraction-n-en, 14, 7, 21, 44, 3, 2, 0.105, abstraço-n-pt, 0, 0.8333, 1, 4
abundance-n-en, 354, 87, 23, 64, 5, 3, 0.126, abondance-n-fr, 0, 0.8333, 1, 4
abundance-n-en, 354, 87, 23, 64, 5, 3, 0.126, abundncia-n-pt, 0, 0.8333, 2, 4
abundance-n-en, 354, 87, 23, 64, 5, 3, 0.126, fartura-n-pt, 0, 0.8333, 2, 4
abuse-n-en, 696, 55, 25, 73, 9, 3, 0.122, abus-n-fr, 0, 0.8000, 1, 6
abuse-n-en, 696, 55, 25, 73, 9, 3, 0.122, abús-n-oc, 0, 0.7333, 2, 6
abuse-n-en, 696, 55, 25, 73, 9, 3, 0.122, abuso-n-pt, 0, 0.7333, 4, 6
abyss-n-en, 242, 85, 61, 118, 5, 9, 0.032, abime-n-fr, 0, 0.6000, 2, 5
abyss-n-en, 242, 85, 61, 118, 5, 9, 0.032, abisme-n-oc, 0, 0.8333, 1, 4
abyss-n-en, 242, 85, 61, 118, 5, 9, 0.032, abismo-n-pt, 0, 0.8333, 2, 4
abyss-n-en, 242, 85, 61, 118, 5, 9, 0.032, abme-n-fr, 0, 0.8333, 1, 4
abyss-n-en, 242, 85, 61, 118, 5, 9, 0.032, derribadoriu-n-ast, 0, 0.6000, 2, 5
abyss-n-en, 242, 85, 61, 118, 5, 9, 0.032, précipice-n-fr, 0, 0.6000, 2, 5
abyss-n-en, 242, 85, 61, 118, 5, 9, 0.032, precipici-n-ca, 1, 0.5333, 2, 6
abyss-n-en, 242, 85, 61, 118, 5, 9, 0.032, precipicio-n-es, 1, 0.6000, 2, 5
abyss-n-en, 242, 85, 61, 118, 5, 9, 0.032, senfundao-n-eo, 1, 0.6000, 4, 5
academy-n-en, 68, 21, 14, 40, 5, 2, 0.220, academia-n-oc, 0, 0.8333, 1, 4
academy-n-en, 68, 21, 14, 40, 5, 2, 0.220, académie-n-fr, 0, 0.9000, 1, 5
acarus-n-en, 4, 2, 7, 14, 2, 1, 0.333, akaro-n-eo, 0, 0.8333, 1, 4
acceleration-n-en, 38, 14, 22, 45, 5, 2, 0.097, accélération-n-fr, 0, 0.8333, 1, 4
acceleration-n-en, 38, 14, 22, 45, 5, 2, 0.097, aceleraço-n-pt, 0, 0.8333, 1, 4
accelerator-n-en, 14, 7, 14, 31, 3, 2, 0.170, accélérateur-n-fr, 0, 0.8333, 1, 4
accelerator-n-en, 14, 7, 14, 31, 3, 2, 0.170, gaspedalo-n-eo, 1, 0.7000, 1, 5
accent-n-en, 194, 28, 38, 76, 6, 3, 0.054, accent-n-fr, 0, 0.6667, 5, 6
accent-n-en, 194, 28, 38, 76, 6, 3, 0.054, accent-n-oc, 0, 0.6667, 4, 6
accent-n-en, 194, 28, 38, 76, 6, 3, 0.054, sotaque-n-pt, 0, 0.7333, 1, 6
accentuation-n-en, 4, 2, 10, 21, 2, 1, 0.233, accentuacion-n-oc, 0, 0.8333, 1, 4
acceptance-n-en, 164, 26, 50, 96, 6, 5, 0.039, acceptacion-n-oc, 0, 0.6667, 2, 6
acceptance-n-en, 164, 26, 50, 96, 6, 5, 0.039, acceptation-n-fr, 0, 0.6667, 5, 6
acceptance-n-en, 164, 26, 50, 96, 6, 5, 0.039, aceitaço-n-pt, 0, 0.6667, 5, 6
acceptance-n-en, 164, 26, 50, 96, 6, 5, 0.039, admisión-n-es, 1, 0.5333, 1, 6
acceptance-n-en, 164, 26, 50, 96, 6, 5, 0.039, admission-n-fr, 0, 0.4762, 1, 7
accessibility-n-en, 82, 14, 21, 51, 7, 4, 0.121, accesibilitat-n-oc, 0, 0.6000, 1, 6
accessibility-n-en, 82, 14, 21, 51, 7, 4, 0.121, accessibilitat-n-oc, 0, 0.6000, 1, 6
accessibility-n-en, 82, 14, 21, 51, 7, 4, 0.121, accessibilité-n-fr, 0, 0.5333, 12, 6
accessibility-n-en, 82, 14, 21, 51, 7, 4, 0.121, acessibilidade-n-pt, 0, 0.6000, 2, 6
accession-n-en, 60, 20, 57, 104, 5, 4, 0.033, adeso-n-pt, 0, 0.5333, 1, 6
accession-n-en, 60, 20, 57, 104, 5, 4, 0.033, adhesió-n-ca, 1, 0.5333, 3, 6
accession-n-en, 60, 20, 57, 104, 5, 4, 0.033, adhesión-n-es, 1, 0.5333, 3, 6
accession-n-en, 60, 20, 57, 104, 5, 4, 0.033, ralliement-n-fr, 0, 0.5333, 1, 6
access-n-en, 228, 29, 46, 101, 8, 4, 0.049, accès-n-fr, 0, 0.7333, 5, 6
access-n-en, 228, 29, 46, 101, 8, 4, 0.049, accés-n-oc, 0, 0.7333, 1, 6
access-n-en, 228, 29, 46, 101, 8, 4, 0.049, accès-n-oc, 0, 0.7333, 1, 6
access-n-en, 228, 29, 46, 101, 8, 4, 0.049, acesso-n-pt, 0, 0.7333, 2, 6
accessory-n-en, 2, 1, 26, 48, 3, 1, 0.074, accessoire-n-fr, 0, 0.6667, 1, 4
accident-n-en, 682, 105, 88, 169, 10, 4, 0.022, accidente-n-ast, 0, 0.6000, 1, 6
